id,ln_x1,x1,x3,x4,x6,x2,T,ln_y,y,x5,S
75,3.953812103,52.13372765,0,0,1,5,1,7.562510622,1924.671576,4,1
76,3.577376431,35.7795475,0,1,1,11,0,7.282246014,1454.250626,10,0
77,3.526532069,34.005833,0,0,0,15,1,8.714383346,6089.87811,17,1
78,3.463731039,31.93590862,0,1,1,9,1,7.858831505,2588.493967,11,1
79,3.141701331,23.14320765,0,0,1,12,0,7.737873672,2293.590268,11,1
80,3.683599069,39.78934128,0,0,1,13,1,7.968953832,2889.832533,15,1
81,3.434858046,31.02700785,0,1,1,12,1,9.301226933,10951.44766,10,1
82,3.445172988,31.34870593,0,0,1,13,1,8.615995511,5519.240345,17,1
83,3.780003899,43.81621256,0,0,1,19,1,8.374576106,4335.430126,20,1
84,3.746531933,42.37387146,1,0,1,13,1,7.543494405,1888.417404,9,1
85,3.917634913,50.28138418,0,1,1,11,1,7.955002461,2849.795342,11,1
86,3.357147823,28.707196,1,0,0,13,1,8.105225499,3311.728373,13,1
87,3.695104568,40.24978122,1,0,1,20,1,7.625789479,2050.398573,20,1
88,3.917333137,50.26621276,1,0,1,15,1,8.385859385,4384.625012,19,1
89,3.166763336,23.7305521,1,1,1,16,1,7.906373789,2714.529142,18,1
90,3.241762224,25.57875755,0,0,0,10,1,8.046774943,3123.704584,9,1
91,3.160478396,23.5818747,1,1,0,15,0,7.363539923,1577.410604,15,1
92,3.0622358,21.37529466,1,1,0,12,1,8.313409811,4078.195176,20,1
93,3.523994766,33.91965928,0,1,0,9,1,8.519013988,5009.112276,11,1
94,3.695961302,40.28427933,0,0,1,14,0,7.788784637,2413.382662,15,1
95,3.860289613,47.47909993,1,1,1,13,1,8.692597446,5958.639404,12,1
96,3.813425326,45.30535902,1,1,1,8,1,8.178708174,3564.247299,3,1
97,3.199037406,24.50892669,1,1,1,10,1,8.223405152,3727.172387,11,1
98,4.054544571,57.65889745,0,0,1,10,1,8.070425716,3198.463178,13,1
99,3.299967977,27.11177072,0,0,1,16,1,7.746010419,2312.328764,18,1
100,3.531654144,34.18046027,1,1,1,8,1,7.867986147,2612.299501,11,1
101,3.373323235,29.1753226,1,0,1,12,1,7.333075948,1530.08099,15,1
102,3.463294948,31.92198471,0,1,1,15,1,7.301881046,1483.087061,20,1
103,3.55645791,35.03886627,0,1,1,14,1,8.033325966,3081.97519,16,1
104,3.535748287,34.32068685,0,0,0,10,0,8.115691615,3346.571324,8,1
105,3.492472235,32.86710254,1,0,0,15,1,6.853862575,947.5337681,14,1
106,3.532421818,34.20670982,0,1,1,14,0,7.745469024,2311.07722,14,1
107,3.354369429,28.6275468,1,1,0,15,1,7.372119783,1591.002791,18,1
108,3.348734861,28.46669652,1,0,0,13,1,7.427197687,1681.090026,13,1
109,3.001670276,20.11911335,0,1,1,10,0,7.682153979,2169.287342,12,1
110,3.385299882,29.52684596,0,0,1,11,0,7.462875534,1742.150475,17,1
111,3.346204923,28.39476856,1,0,1,14,1,7.924905311,2765.3025,14,1
112,4.3105673,74.48273102,1,0,1,11,1,7.015653738,1113.93463,10,1
113,3.091365131,22.00710005,1,1,1,13,1,8.571155703,5277.225171,20,1
114,3.541176866,34.507506,1,1,1,10,1,8.293307089,3997.0309,15,1
115,3.05191248,21.15576573,1,0,1,15,1,6.969038791,1063.200302,20,1
116,3.058869278,21.30345524,1,1,0,14,1,7.871581957,2621.709741,16,1
117,3.537410716,34.37778998,0,0,1,13,1,8.466999758,4755.227213,11,1
118,3.20100826,24.55727783,0,0,1,19,1,7.600762533,1999.720166,20,1
119,3.499453216,33.0973499,1,1,1,10,1,7.854993961,2578.579542,9,1
120,3.371522336,29.12282805,0,1,1,16,1,8.593938563,5398.83551,20,1
121,3.315898518,27.54713447,1,1,1,13,1,7.862659003,2598.420404,10,1
122,2.892596646,18.04009258,1,0,0,11,1,6.418264432,612.9383944,15,1
123,3.132575615,22.93297004,0,0,1,13,1,8.069172758,3194.458144,19,1
124,3.553854932,34.94777948,1,0,1,18,1,8.116299052,3348.604772,20,1
125,3.670286178,39.26314051,0,0,1,13,1,8.317181781,4093.607054,17,1
126,3.352136794,28.56370323,1,0,1,12,1,7.539874998,1881.594807,17,1
127,3.500018865,33.11607669,0,1,0,14,1,7.462631748,1741.725815,13,1
128,3.836866893,46.37993327,0,1,1,12,1,8.69368144,5965.102035,14,1
129,3.931956723,51.00668604,0,0,1,14,1,8.382956919,4371.917237,20,1
130,3.170865869,23.82810746,0,1,1,11,0,7.86513483,2604.861616,14,0
131,3.464804132,31.97019722,0,1,1,12,1,8.224713215,3732.050953,14,1
132,3.86044952,47.4866928,1,0,0,13,1,8.047137859,3124.838431,13,1
133,3.359081126,28.76274939,0,1,1,11,1,7.879546769,2642.674545,9,1
134,3.484259155,32.59826788,0,0,0,13,1,8.07404547,3210.061804,13,1
135,3.474167811,32.2709618,1,1,0,18,1,7.839471549,2538.862814,20,1
136,3.233696295,25.37327094,1,1,1,14,1,7.909062416,2721.837318,9,1
137,3.366594799,28.97967721,1,0,1,13,1,7.255583417,1415.988874,10,1
138,3.491166536,32.82421602,1,1,0,8,1,7.316468078,1504.879455,14,1
139,3.375839345,29.24882334,1,0,0,7,1,7.77445966,2379.057453,6,1
140,3.834015807,46.24788841,1,1,0,8,1,7.428894331,1683.944659,16,1
141,3.355702148,28.66572469,0,1,1,13,1,7.581387294,1961.348044,11,1
142,3.37004929,29.07996038,1,1,1,14,1,8.136640791,3417.418741,19,1
143,3.709058773,40.81537191,1,0,0,9,1,7.334794572,1532.712885,12,1
144,3.183089476,24.1211603,0,1,1,19,1,8.361552678,4279.334039,20,1
145,3.487790457,32.71358573,1,1,1,14,1,7.779074557,2390.06193,18,1
146,3.034536553,20.79133999,1,0,1,13,1,7.692184502,2191.155922,13,1
147,3.850150865,47.00015336,1,0,1,7,1,7.102026759,1214.42593,11,1
148,3.41790629,30.50547847,0,0,1,13,1,6.666271189,785.4613001,15,1
149,3.359646403,28.7790129,0,1,1,13,1,7.674265969,2152.243293,16,1
150,3.128524302,22.84024934,1,1,0,18,1,7.998086511,2975.259409,20,1
151,3.49767139,33.0384287,1,1,1,12,1,7.668804264,2140.520417,17,1
152,3.259915347,26.04733205,0,1,1,15,1,8.035837999,3089.726947,16,1
153,3.339952301,28.21778071,0,0,0,18,1,7.543491791,1888.412467,15,1
154,3.886302574,48.73037604,1,1,1,10,1,8.800093233,6634.862564,13,1
155,3.447342239,31.41678295,0,1,1,16,1,8.119713043,3360.056415,14,1
156,3.178465285,24.00987694,0,1,0,11,1,8.047597776,3126.27593,15,1
157,3.548962065,34.77720226,0,1,1,8,1,8.82484947,6801.166833,12,1
158,3.391178475,29.70093347,0,1,0,13,1,8.209678988,3676.36212,13,1
159,3.677004064,39.52779378,1,0,0,11,1,7.75977414,2344.375044,12,1
160,3.929726578,50.8930605,1,1,1,13,1,8.316524185,4090.916003,18,1
161,3.202192247,24.58637055,0,0,1,8,1,7.654510822,2110.142631,9,1
162,3.636395089,37.95476627,1,0,0,10,1,7.120845109,1237.495811,18,1
163,3.525469418,33.96971586,0,1,1,9,1,8.006247802,2999.640724,10,1
164,3.768669675,43.32239361,1,1,1,8,1,7.514435828,1834.332306,9,1
165,3.431066558,30.90959206,1,0,0,8,1,6.994421604,1090.532735,12,1
166,3.750985721,42.56301657,0,1,1,9,1,8.324605371,4124.109394,7,1
167,2.976483242,19.61870095,1,1,1,8,1,6.759153919,861.9126393,11,1
168,4.006837676,54.97275376,1,1,1,12,1,8.620757594,5545.586107,8,0
169,3.759433394,42.92409802,1,1,1,15,1,9.004416054,8138.946713,17,1
170,3.454767203,31.6509196,1,1,1,14,1,9.066700188,8661.993647,20,1
171,3.065297861,21.44084743,1,1,0,14,1,7.413782952,1658.689236,15,1
172,3.69290261,40.16125039,1,1,1,10,1,8.347430477,4219.32515,16,1
173,3.644958159,38.2811711,0,1,0,7,1,7.9122568,2730.545814,12,1
174,3.498093312,33.05237128,1,1,1,16,0,7.635907722,2071.250317,20,1
175,3.545436768,34.65481815,1,1,1,11,1,7.610258777,2018.80045,10,1
176,3.324767309,27.79253082,1,1,1,10,1,8.541188713,5121.428655,14,1
177,3.61064202,36.98979337,1,0,1,13,1,7.354620389,1563.403398,15,1
178,3.588396302,36.17601398,1,0,1,9,1,7.69867357,2205.420716,10,1
179,3.416222188,30.45414738,0,1,1,5,0,7.779025742,2389.945262,5,1
180,3.099129004,22.17862536,1,0,1,13,1,7.160600573,1287.684048,19,0
181,3.710224646,40.86298518,0,1,1,13,1,8.470770335,4773.19101,17,1
182,3.666258987,39.10533828,1,1,1,10,1,8.038958747,3099.384266,8,1
183,3.249108022,25.76734576,0,0,1,13,1,7.431884327,1688.987181,18,1
184,3.021623551,20.52458737,1,0,1,20,1,8.639340395,5649.602088,20,1
185,3.561487574,35.21554393,0,1,0,12,1,8.077928594,3222.551105,15,1
186,3.396473607,29.85862093,0,0,0,17,1,6.349144305,572.0030392,20,1
187,3.575783511,35.7225989,0,1,1,13,1,8.540759632,5119.231617,18,1
188,3.11179926,22.46142201,1,0,1,18,1,8.515866274,4993.369814,20,1
189,3.212248867,24.83487379,0,0,1,11,1,7.784345791,2402.69377,12,1
190,3.825732456,45.86638318,0,1,0,12,1,8.292654484,3994.423266,11,1
191,3.621132471,37.3798755,1,1,1,13,1,8.338975794,4183.802471,15,1
192,3.675946261,39.48600325,1,0,1,11,1,8.028320689,3066.587593,13,1
193,4.044568534,57.08654981,0,0,0,7,1,7.815170934,2477.910476,14,1
194,3.538646429,34.42029731,0,0,0,14,1,8.407147017,4478.963856,20,1
195,2.899721229,18.16907965,0,0,1,14,1,7.259036237,1420.88648,19,1
196,3.600133159,36.60310816,1,1,0,13,1,8.157174209,3488.315411,11,1
197,3.851397538,47.05878375,0,0,0,16,1,8.266139831,3889.904287,18,1
198,4.117861773,61.42775524,1,1,1,8,1,7.773842381,2377.589363,12,1
199,3.086941521,21.90996422,0,1,1,8,1,8.3141177,4081.08311,9,1
200,3.15474333,23.44701818,1,1,1,8,1,8.125465285,3379.439969,10,1
201,3.288253582,26.7960257,1,0,1,12,1,8.613192944,5503.793958,13,1
202,3.183783265,24.13790111,1,0,1,18,1,8.452173637,4685.245698,20,1
203,3.306276883,27.28335701,1,1,0,13,1,7.409166083,1651.048935,17,0
204,3.44438661,31.32406368,0,1,1,11,1,8.393933,4420.168075,11,1
205,3.139633385,23.09539818,0,1,0,14,1,8.751119699,6317.758135,16,1
206,4.11109165,61.01328639,0,0,0,13,1,7.838614003,2536.686556,14,1
207,3.532332423,34.20365205,0,0,1,16,1,8.270136285,3905.481215,20,1
208,3.47476757,32.29032242,0,0,1,11,1,7.913323513,2733.460075,16,1
209,3.648685892,38.42413941,1,0,1,14,1,6.763358875,865.5445748,16,1
210,3.511224556,33.48925214,0,1,0,18,1,8.646170384,5688.320881,20,1
211,3.460373589,31.8288652,0,1,0,10,1,7.66200432,2126.014375,6,1
212,3.943036227,51.5749571,0,1,1,13,1,7.886074789,2659.98241,18,1
213,3.434890937,31.02802837,0,1,1,13,1,7.583422177,1965.343222,17,1
214,3.114919339,22.53161285,1,0,1,13,1,8.21375515,3691.37815,11,1
215,3.615700367,37.17737462,0,1,1,15,1,8.318747962,4100.02341,20,1
216,3.394546138,29.80112481,0,0,1,12,1,7.659920523,2121.588805,14,1
217,3.343461172,28.31696718,0,0,1,5,1,7.938128368,2802.111077,4,1
218,3.17956064,24.03619069,1,1,1,18,1,8.559367691,5215.382394,20,1
219,3.628509771,37.65665774,0,1,1,13,1,8.862686959,7063.43643,15,1
220,3.44779453,31.43099568,0,1,1,14,1,7.306420402,1489.834624,20,1
221,3.654700319,38.65593491,0,1,1,13,1,8.516330506,4995.688431,16,1
222,3.429690417,30.86708534,1,1,1,15,1,8.285949988,3967.732247,16,1
223,3.302448972,27.17911839,0,0,1,13,1,7.732149082,2280.497916,16,1
224,3.875070981,48.18611848,0,0,1,14,1,7.665150383,2132.713482,20,1
225,3.418470885,30.5227066,0,1,1,17,1,8.603893517,5452.849075,20,1
226,3.784385599,44.0086233,1,0,1,13,1,7.404606652,1643.538226,15,1
227,3.139525271,23.09290139,0,0,1,12,1,7.026383863,1125.951644,14,1
228,3.360165171,28.79394641,0,0,1,15,1,7.727076789,2268.959848,16,1
229,3.419194581,30.54480376,1,1,1,7,1,7.266662433,1431.763863,10,1
230,3.382710378,29.45048497,0,0,1,8,1,7.945220088,2822.053493,11,1
231,3.904612104,49.63082456,0,1,0,17,1,8.480461685,4819.674555,18,1
232,3.49317059,32.89006346,0,1,1,11,1,8.061625337,3170.438981,13,1
233,3.573267755,35.63284252,1,1,1,13,1,7.508840599,1824.097456,17,1
234,3.217288488,24.96034805,0,1,1,11,0,7.974936194,2907.17237,16,1
235,3.281234817,26.60860919,1,1,1,14,1,9.098734357,8943.965674,17,1
236,3.799420673,44.67529537,1,1,1,11,1,8.193826837,3618.54336,15,0
237,3.877544499,48.30545525,0,0,1,20,1,7.930283119,2780.213823,20,1
238,3.874659107,48.16627593,1,1,1,14,1,7.449901992,1719.694594,20,1
239,3.085808885,21.88516227,0,1,1,11,1,7.396956972,1631.01365,7,1
240,4.114988208,61.25149199,0,0,0,6,0,7.558085757,1916.173979,10,1
241,3.805061849,44.92802878,1,1,1,11,1,8.628947038,5591.187845,16,1
242,3.491984761,32.85108459,0,1,1,14,1,8.914090128,7436.01323,16,1
243,3.711082334,40.89804791,1,1,0,11,1,7.626606926,2052.075349,12,1
244,3.208584431,24.74403454,1,0,0,13,1,7.223967925,1371.921958,11,1
245,3.171153128,23.83495326,1,1,1,8,1,8.435470737,4607.638444,8,1
246,3.514715135,33.6063533,0,0,0,6,1,7.355876212,1565.367989,11,1
247,3.140451243,23.11429467,1,1,1,16,1,7.90786802,2718.588308,17,1
248,3.5570057,35.05806545,1,1,1,11,1,8.858993944,7037.399166,13,1
249,3.88931177,48.87723616,0,1,0,8,0,7.020314928,1119.139011,13,1
250,3.189837883,24.2844902,1,1,1,9,1,7.18842491,1324.016117,9,1
251,3.278467774,26.53508378,1,1,1,15,1,8.763213865,6394.630065,17,1
252,3.513969182,33.58129387,0,1,1,15,1,8.892625276,7278.101151,13,1
253,3.194721164,24.40336821,0,1,1,9,1,7.865687083,2606.300554,11,1
254,3.385014812,29.51842994,1,1,1,16,1,8.060640121,3167.316952,12,1
255,3.761826624,43.02694828,1,1,0,13,1,7.08948485,1199.289828,10,1
256,3.790863504,44.29463237,1,1,0,11,1,8.019479888,3039.595991,15,1
257,3.615154,37.15706766,0,0,0,9,1,7.13508149,1255.239274,14,0
258,2.944533301,19.0017922,1,0,1,14,0,7.322141079,1513.440899,20,1
259,3.483800979,32.58333557,0,1,1,13,1,9.094040378,8902.081262,15,1
260,3.819431964,45.57831086,1,1,0,11,1,8.529184678,5060.318365,15,1
261,3.743958511,42.2649658,0,1,1,15,1,8.726292668,6162.83802,17,1
262,3.442755058,31.27299851,1,0,1,12,1,7.485923427,1782.769668,14,1
263,2.690021057,14.73198613,0,0,1,14,1,7.515199258,1835.733225,13,1
264,3.518289992,33.72670618,1,0,1,14,1,7.720382493,2253.821486,15,1
265,3.672125509,39.33542488,1,0,1,8,1,7.751762566,2325.667946,12,1
266,3.513741074,33.57363458,0,0,1,10,0,8.363575497,4287.99912,15,1
267,3.547223762,34.71680147,1,1,1,13,1,7.589971125,1978.256391,13,1
268,3.629469612,37.69281949,1,1,0,10,1,8.199129027,3637.780519,13,1
269,3.381035079,29.40118793,0,0,1,11,1,8.340662496,4190.865252,14,1
270,3.892993468,49.05751904,1,1,0,14,1,8.734361781,6212.767831,15,1
271,3.64111802,38.13444797,0,1,0,6,1,8.059029034,3162.218237,9,1
272,3.127198919,22.80999732,0,0,1,13,1,8.070453697,3198.552674,7,1
273,3.914472637,50.12263171,0,1,1,14,1,9.724006675,16714.07862,18,1
274,3.861337681,47.52888736,1,0,1,8,1,7.622686642,2044.04638,13,1
275,3.747222189,42.40313037,0,1,1,12,1,8.349049727,4226.162826,10,1
276,3.001211179,20.10987885,0,1,0,19,1,9.479746481,13091.86706,20,1
277,3.329208097,27.916226,1,1,1,8,1,7.509593151,1825.4707,7,1
278,3.690654145,40.07105067,0,1,1,13,1,8.834924888,6870.037803,11,1
279,3.513116602,33.55267535,1,1,0,14,1,9.683372455,16048.5287,20,1
280,3.604403691,36.75975715,1,0,1,17,1,7.806180041,2455.7317,18,1
281,4.237878065,69.26072901,0,1,0,11,1,8.180416634,3570.341878,12,1
282,3.254485903,25.90629275,1,1,1,14,1,8.303624731,4038.484315,20,1
283,2.866039966,17.56731311,1,0,1,13,1,7.40234833,1639.830776,9,1
284,3.582108582,35.94926294,0,0,1,10,1,8.981807899,7957.004579,10,1
285,3.293720948,26.9429306,1,0,1,17,1,8.191526552,3610.229244,20,0
286,3.633812316,37.85686419,1,1,1,12,1,8.714093923,6088.115815,10,1
287,3.256284583,25.95293182,1,1,1,12,0,8.331175412,4151.294167,12,0
288,4.163616644,64.30366603,1,0,1,12,1,8.493455946,4882.711336,9,1
289,3.462888209,31.90900341,1,0,1,11,1,8.556113855,5198.439977,12,1
290,3.356799348,28.69719401,0,1,1,14,1,7.909299195,2722.481868,12,1
291,3.450121553,31.50422149,0,1,0,17,1,8.565005265,5244.867537,20,1
292,3.758769015,42.89558964,0,1,1,12,0,8.298218364,4016.7097,13,1
293,3.529202146,34.09675251,0,0,0,6,0,7.279941283,1450.902829,6,1
294,3.012314978,20.33441922,1,0,1,15,1,7.758224228,2340.744285,20,0
295,3.49861377,33.06957812,1,0,1,11,1,7.547187372,1895.404161,10,1
296,3.72807265,41.59885531,1,1,0,14,1,8.30158175,4030.242192,16,1
297,3.511697274,33.50508686,1,1,1,16,1,8.500752321,4918.467714,14,1
298,3.720521642,41.28592498,1,0,1,16,1,7.218298094,1364.165402,20,1
299,3.456058212,31.69180759,1,1,1,13,1,8.16606646,3519.472714,16,1
300,3.482633799,32.54532716,1,0,1,7,1,6.185982457,485.8900952,9,1
301,3.64471084,38.2717046,1,1,1,15,1,8.018862189,3037.719017,15,1
302,3.797883091,44.60665624,1,1,1,14,1,7.143215091,1265.490522,20,1
303,3.126081351,22.78451983,0,1,1,17,1,8.320450143,4107.008332,18,1
304,3.489953743,32.78443115,0,0,1,12,1,7.913876316,2734.97156,17,1
305,3.478711346,32.41791965,1,0,0,15,1,7.660657668,2123.153298,17,1
306,3.272323804,26.37255283,0,0,1,14,1,7.620687301,2039.963718,17,1
307,3.189692192,24.28095241,1,0,1,13,1,6.607914215,740.9359726,16,1
308,3.310780414,27.40650554,1,1,0,13,1,8.338832774,4183.204146,17,1
309,3.676042316,39.48979626,1,1,1,12,1,9.128427551,9213.522774,16,1
310,3.375103203,29.22729997,0,0,1,14,1,7.431260872,1687.934502,18,1
311,3.264533657,26.16790493,0,0,1,9,0,7.255932814,1416.483704,9,1
312,3.549024896,34.77938742,1,1,1,14,1,8.296560793,4010.057235,11,1
313,3.128985729,22.8507909,1,1,1,7,1,7.407399138,1648.134197,11,1
314,3.813762133,45.32062074,0,0,0,13,1,8.111056852,3331.096647,17,1
315,3.354621375,28.63476031,1,1,1,11,1,8.458169466,4713.422017,13,1
316,3.556738644,35.04870423,1,1,1,14,1,8.706668702,6043.077625,16,1
317,3.515301899,33.62607809,1,0,0,14,1,6.882578832,975.1378368,16,1
318,3.499927799,33.11306109,1,1,1,13,1,8.175145514,3551.571689,18,1
319,4.042814613,56.98651226,0,0,0,14,1,8.6584393,5758.540289,17,1
320,3.252401613,25.85235277,0,1,1,15,1,8.824726527,6800.33073,14,1
321,3.843641136,46.69518879,0,1,0,12,0,8.078999941,3226.005427,14,1
322,3.509471956,33.4306103,0,0,1,13,1,8.812070444,6714.807517,14,1
323,3.249438258,25.77585648,1,0,1,14,1,7.066842426,1172.440117,14,1
324,3.479370905,32.43930826,0,0,1,12,1,8.244365622,3806.120172,13,1
325,3.724031506,41.43108755,1,1,1,15,1,7.559943408,1919.736868,18,1
326,3.37234438,29.14677814,0,0,1,12,1,8.04372951,3114.206022,16,1
327,3.268375329,26.26862679,1,1,0,13,1,8.788565801,6558.818774,12,1
328,3.545829232,34.66842159,0,1,1,12,1,8.116960444,3350.820244,12,1
329,3.796579054,44.5485254,1,0,1,15,1,7.696834785,2201.369146,18,1
330,3.4779625,32.39365271,1,0,0,15,1,6.640769464,765.6839324,19,1
331,3.083892034,21.84325185,0,1,1,17,1,7.901523745,2701.395432,20,1
332,3.107997229,22.37618511,0,0,1,13,1,8.010363909,3012.013011,11,1
333,3.269481402,26.29769789,0,1,1,13,1,8.327433455,4135.789228,14,1
334,3.341867562,28.27187693,1,1,1,16,1,8.52498963,5039.134549,18,1
335,3.49357188,32.90326459,0,1,0,17,1,8.041937857,3108.63144,14,1
336,3.701149421,40.49382208,1,0,1,16,1,7.182545239,1316.25418,15,1
337,3.369614888,29.06733074,1,1,1,15,1,8.03289427,3080.645001,18,1
338,3.165836065,23.70855764,0,0,1,14,1,7.781652355,2396.230976,17,1
339,3.682131798,39.73100235,0,0,0,11,1,8.72966852,6183.678006,12,1
340,3.582637091,35.96826747,1,1,1,9,1,7.840419732,2541.271263,7,1
341,3.847204121,46.8618598,1,1,1,19,1,8.680256809,5885.557863,20,1
342,2.995255742,19.99047164,1,1,0,14,1,7.733115313,2282.702468,14,1
343,3.526195727,33.99439733,0,1,1,13,1,7.451831512,1723.015982,12,1
344,3.906008568,49.70018066,0,1,0,15,1,8.16039829,3499.580174,13,1
345,3.71725214,41.15116098,1,0,1,14,1,8.893435478,7284.000267,12,1
346,3.250234152,25.79637949,1,0,1,12,1,8.321918709,4113.044178,20,1
347,3.719758546,41.25443186,0,1,0,20,1,9.520291133,13633.57982,19,1
348,3.238421939,25.49345975,0,1,1,15,1,8.769441586,6434.578303,12,1
